price,taxes,outbound 1 airport departure,outbound 1 airport arrival,outbound 1 time departure,outbound 1 time arrival,outbound 1 flight number,outbound 2 airport departure,outbound 2 airport arrival,outbound 2 time departure,outbound 2 time arrival,outbound 2 flight number,inbound 1 airport departure,inbound 1 airport arrival,inbound 1 time departure,inbound 1 time arrival,inbound 1 flight number,inbound 2 airport departure,inbound 2 airport arrival,inbound 2 time departure,inbound 2 time arrival,inbound 2 flight number
320.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 07:40,2024/02/14 10:15,UX3766,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
320.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 07:40,2024/02/14 10:15,UX3766,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
320.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 07:40,2024/02/14 10:15,UX3766,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
320.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 07:40,2024/02/14 10:15,UX3766,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
320.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 07:40,2024/02/14 10:15,UX3766,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
454.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 16:50,2024/04/17 18:10,UX3771
454.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 16:50,2024/04/17 18:10,UX3771
470.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
470.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
689.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 07:40,2024/02/14 10:15,UX3766,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
689.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 07:40,2024/02/14 10:15,UX3766,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
689.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 07:40,2024/02/14 10:15,UX3766,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
689.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 07:40,2024/02/14 10:15,UX3766,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
689.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 07:40,2024/02/14 10:15,UX3766,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
689.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 16:50,2024/04/17 18:10,UX3771
689.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 16:50,2024/04/17 18:10,UX3771
689.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 16:50,2024/04/17 18:10,UX3771
689.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 16:50,2024/04/17 18:10,UX3771
689.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 16:50,2024/04/17 18:10,UX3771
689.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 16:50,2024/04/17 18:10,UX3771
705.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
705.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
705.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
705.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
705.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
705.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
725.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 07:40,2024/02/14 10:15,UX3766,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
725.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 07:40,2024/02/14 10:15,UX3766,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
725.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 07:40,2024/02/14 10:15,UX3766,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
725.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 07:40,2024/02/14 10:15,UX3766,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
725.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 07:40,2024/02/14 10:15,UX3766,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
725.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 16:50,2024/04/17 18:10,UX3771
725.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 16:50,2024/04/17 18:10,UX3771
725.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 16:50,2024/04/17 18:10,UX3771
725.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 16:50,2024/04/17 18:10,UX3771
725.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 16:50,2024/04/17 18:10,UX3771
725.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 16:50,2024/04/17 18:10,UX3771
725.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 16:50,2024/04/17 18:10,UX3771
741.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
741.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
741.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
741.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
741.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
741.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
741.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
838.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
838.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
875.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
875.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1073.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1073.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1073.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1073.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1073.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1073.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1146.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1146.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1146.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1146.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1146.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1146.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1146.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 09:45,2024/02/14 12:15,UX3768,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
520.84,28.839999999999996,MAD,TFN,2024/02/13 11:40,2024/02/13 13:35,UX9118,TFN,FUE,2024/02/13 15:20,2024/02/13 16:10,UX2139,FUE,LPA,2024/04/16 08:10,2024/04/16 08:50,UX2120,LPA,MAD,2024/04/16 10:00,2024/04/16 13:45,UX9161
520.84,28.839999999999996,MAD,TFN,2024/02/13 11:40,2024/02/13 13:35,UX9118,TFN,FUE,2024/02/13 15:20,2024/02/13 16:10,UX2139,FUE,LPA,2024/04/16 08:10,2024/04/16 08:50,UX2120,LPA,MAD,2024/04/16 10:00,2024/04/16 13:45,UX9161
555.84,28.839999999999996,MAD,TFN,2024/02/13 11:40,2024/02/13 13:35,UX9118,TFN,FUE,2024/02/13 15:20,2024/02/13 16:10,UX2139,FUE,LPA,2024/04/16 08:10,2024/04/16 08:50,UX2120,LPA,MAD,2024/04/16 10:00,2024/04/16 13:45,UX9161
555.84,28.839999999999996,MAD,TFN,2024/02/13 11:40,2024/02/13 13:35,UX9118,TFN,FUE,2024/02/13 15:20,2024/02/13 16:10,UX2139,FUE,LPA,2024/04/16 08:10,2024/04/16 08:50,UX2120,LPA,MAD,2024/04/16 10:00,2024/04/16 13:45,UX9161
555.84,28.839999999999996,MAD,TFN,2024/02/13 11:40,2024/02/13 13:35,UX9118,TFN,FUE,2024/02/13 15:20,2024/02/13 16:10,UX2139,FUE,LPA,2024/04/16 08:10,2024/04/16 08:50,UX2120,LPA,MAD,2024/04/16 10:00,2024/04/16 13:45,UX9161
555.84,28.839999999999996,MAD,TFN,2024/02/13 11:40,2024/02/13 13:35,UX9118,TFN,FUE,2024/02/13 15:20,2024/02/13 16:10,UX2139,FUE,LPA,2024/04/16 08:10,2024/04/16 08:50,UX2120,LPA,MAD,2024/04/16 10:00,2024/04/16 13:45,UX9161
590.84,28.839999999999996,MAD,TFN,2024/02/13 11:40,2024/02/13 13:35,UX9118,TFN,FUE,2024/02/13 15:20,2024/02/13 16:10,UX2139,FUE,LPA,2024/04/16 08:10,2024/04/16 08:50,UX2120,LPA,MAD,2024/04/16 10:00,2024/04/16 13:45,UX9161
590.84,28.839999999999996,MAD,TFN,2024/02/13 11:40,2024/02/13 13:35,UX9118,TFN,FUE,2024/02/13 15:20,2024/02/13 16:10,UX2139,FUE,LPA,2024/04/16 08:10,2024/04/16 08:50,UX2120,LPA,MAD,2024/04/16 10:00,2024/04/16 13:45,UX9161
520.84,28.839999999999996,MAD,TFN,2024/02/18 11:40,2024/02/18 13:35,UX9118,TFN,FUE,2024/02/18 15:20,2024/02/18 16:10,UX2139,FUE,LPA,2024/04/16 10:30,2024/04/16 11:10,UX2122,LPA,MAD,2024/04/16 18:00,2024/04/16 21:50,UX9165
520.84,28.839999999999996,MAD,TFN,2024/02/18 11:40,2024/02/18 13:35,UX9118,TFN,FUE,2024/02/18 15:20,2024/02/18 16:10,UX2139,FUE,LPA,2024/04/16 10:30,2024/04/16 11:10,UX2122,LPA,MAD,2024/04/16 18:00,2024/04/16 21:50,UX9165
521,29,MAD,LPA,2024/02/18 07:05,2024/02/18 09:00,UX9156,LPA,FUE,2024/02/18 17:00,2024/02/18 17:40,UX2127,FUE,LPA,2024/04/16 10:30,2024/04/16 11:10,UX2122,LPA,MAD,2024/04/16 18:00,2024/04/16 21:50,UX9165
555.84,28.839999999999996,MAD,TFN,2024/02/18 11:40,2024/02/18 13:35,UX9118,TFN,FUE,2024/02/18 15:20,2024/02/18 16:10,UX2139,FUE,LPA,2024/04/16 10:30,2024/04/16 11:10,UX2122,LPA,MAD,2024/04/16 18:00,2024/04/16 21:50,UX9165
555.84,28.839999999999996,MAD,TFN,2024/02/18 11:40,2024/02/18 13:35,UX9118,TFN,FUE,2024/02/18 15:20,2024/02/18 16:10,UX2139,FUE,LPA,2024/04/16 10:30,2024/04/16 11:10,UX2122,LPA,MAD,2024/04/16 18:00,2024/04/16 21:50,UX9165
555.84,28.839999999999996,MAD,TFN,2024/02/18 11:40,2024/02/18 13:35,UX9118,TFN,FUE,2024/02/18 15:20,2024/02/18 16:10,UX2139,FUE,LPA,2024/04/16 10:30,2024/04/16 11:10,UX2122,LPA,MAD,2024/04/16 18:00,2024/04/16 21:50,UX9165
555.84,28.839999999999996,MAD,TFN,2024/02/18 11:40,2024/02/18 13:35,UX9118,TFN,FUE,2024/02/18 15:20,2024/02/18 16:10,UX2139,FUE,LPA,2024/04/16 10:30,2024/04/16 11:10,UX2122,LPA,MAD,2024/04/16 18:00,2024/04/16 21:50,UX9165
556,29,MAD,LPA,2024/02/18 07:05,2024/02/18 09:00,UX9156,LPA,FUE,2024/02/18 17:00,2024/02/18 17:40,UX2127,FUE,LPA,2024/04/16 10:30,2024/04/16 11:10,UX2122,LPA,MAD,2024/04/16 18:00,2024/04/16 21:50,UX9165
556,29,MAD,LPA,2024/02/18 07:05,2024/02/18 09:00,UX9156,LPA,FUE,2024/02/18 17:00,2024/02/18 17:40,UX2127,FUE,LPA,2024/04/16 10:30,2024/04/16 11:10,UX2122,LPA,MAD,2024/04/16 18:00,2024/04/16 21:50,UX9165
